bin,total,start3=0,start3=1,start3=2,start3=3
0.000000,0.047638,0.012946,0.033178,0.001513,0.000000
0.001000,0.047694,0.011209,0.034804,0.001681,0.000000
0.002000,0.042089,0.009584,0.029928,0.002578,0.000000
0.003000,0.034691,0.007006,0.025164,0.002522,0.000000
0.004000,0.032954,0.005941,0.023763,0.003195,0.000056
0.005000,0.032113,0.005044,0.022754,0.004315,0.000000
0.006000,0.031777,0.003587,0.023707,0.004484,0.000000
0.007000,0.028415,0.003195,0.021129,0.004035,0.000056
0.008000,0.028134,0.002914,0.021073,0.004147,0.000000
0.009000,0.028639,0.002746,0.019952,0.005941,0.000000
0.010000,0.023258,0.001513,0.016421,0.005324,0.000000
0.011000,0.024491,0.001569,0.017654,0.005268,0.000000
0.012000,0.025164,0.001065,0.017262,0.006725,0.000112
0.013000,0.023539,0.001177,0.015917,0.006445,0.000000
0.014000,0.021521,0.000953,0.014067,0.006501,0.000000
0.015000,0.023539,0.000785,0.015636,0.007118,0.000000
0.016000,0.021577,0.001009,0.013787,0.006781,0.000000
0.017000,0.021241,0.000673,0.013507,0.007062,0.000000
0.018000,0.020344,0.000280,0.013451,0.006613,0.000000
0.019000,0.022530,0.000448,0.014291,0.007790,0.000000
0.020000,0.020624,0.000336,0.013170,0.007118,0.000000
0.021000,0.022642,0.000336,0.013395,0.008855,0.000056
0.022000,0.021689,0.000168,0.013002,0.008463,0.000056
0.023000,0.020344,0.000224,0.011489,0.008631,0.000000
0.024000,0.019279,0.000168,0.010704,0.008407,0.000000
0.025000,0.020512,0.000224,0.010368,0.009864,0.000056
0.026000,0.020064,0.000168,0.009752,0.010144,0.000000
0.027000,0.017542,0.000056,0.008070,0.009415,0.000000
0.028000,0.019391,0.000280,0.009808,0.009303,0.000000
0.029000,0.018495,0.000056,0.008463,0.009976,0.000000
0.030000,0.016589,0.000112,0.007622,0.008855,0.000000
0.031000,0.017374,0.000056,0.007062,0.010200,0.000056
0.032000,0.017542,0.000112,0.007230,0.010200,0.000000
0.033000,0.016141,0.000000,0.006669,0.009472,0.000000
0.034000,0.015244,0.000168,0.006221,0.008855,0.000000
0.035000,0.014796,0.000000,0.004540,0.010256,0.000000
0.036000,0.011937,0.000000,0.003587,0.008351,0.000000
0.037000,0.012274,0.000000,0.003531,0.008687,0.000056
0.038000,0.011657,0.000000,0.003923,0.007734,0.000000
0.039000,0.009023,0.000000,0.002466,0.006557,0.000000
0.040000,0.008182,0.000000,0.002802,0.005380,0.000000
0.041000,0.007958,0.000000,0.002690,0.005268,0.000000
0.042000,0.006501,0.000000,0.002130,0.004371,0.000000
0.043000,0.004932,0.000000,0.001793,0.003138,0.000000
0.044000,0.004540,0.000000,0.001233,0.003251,0.000056
0.045000,0.005044,0.000000,0.001289,0.003755,0.000000
0.046000,0.005324,0.000000,0.001849,0.003475,0.000000
0.047000,0.004484,0.000000,0.001177,0.003307,0.000000
0.048000,0.002242,0.000000,0.000785,0.001457,0.000000
0.049000,0.002802,0.000000,0.000673,0.002074,0.000056
0.050000,0.002522,0.000000,0.000729,0.001793,0.000000
0.051000,0.002410,0.000000,0.000560,0.001849,0.000000
0.052000,0.002466,0.000000,0.000841,0.001513,0.000112
0.053000,0.002130,0.000000,0.000673,0.001345,0.000112
0.054000,0.001457,0.000000,0.000280,0.001009,0.000168
0.055000,0.001457,0.000000,0.000392,0.000729,0.000336
0.056000,0.001289,0.000000,0.000224,0.001065,0.000000
0.057000,0.000953,0.000000,0.000056,0.000785,0.000112
0.058000,0.000953,0.000000,0.000168,0.000729,0.000056
0.059000,0.000841,0.000000,0.000168,0.000448,0.000224
0.060000,0.000953,0.000000,0.000000,0.000841,0.000112
0.061000,0.000729,0.000000,0.000112,0.000560,0.000056
0.062000,0.000336,0.000000,0.000000,0.000224,0.000112
0.063000,0.000673,0.000000,0.000056,0.000392,0.000224
0.064000,0.000673,0.000000,0.000000,0.000336,0.000336
0.065000,0.000280,0.000000,0.000056,0.000168,0.000056
0.066000,0.000560,0.000000,0.000112,0.000336,0.000112
0.067000,0.000392,0.000000,0.000000,0.000112,0.000280
0.068000,0.000336,0.000000,0.000000,0.000168,0.000168
0.069000,0.000112,0.000000,0.000000,0.000000,0.000112
0.070000,0.000168,0.000000,0.000000,0.000112,0.000056
0.071000,0.000280,0.000000,0.000000,0.000056,0.000224
0.072000,0.000112,0.000000,0.000056,0.000056,0.000000
0.073000,0.000056,0.000000,0.000000,0.000000,0.000056
0.074000,0.000336,0.000000,0.000000,0.000168,0.000168
0.075000,0.000112,0.000000,0.000000,0.000056,0.000056
0.077000,0.000336,0.000000,0.000056,0.000224,0.000056
0.078000,0.000056,0.000000,0.000056,0.000000,0.000000
0.079000,0.000168,0.000000,0.000000,0.000168,0.000000
0.080000,0.000056,0.000000,0.000000,0.000056,0.000000
0.081000,0.000112,0.000000,0.000000,0.000000,0.000112
0.082000,0.000056,0.000000,0.000000,0.000056,0.000000
0.083000,0.000056,0.000000,0.000000,0.000056,0.000000
0.088000,0.000056,0.000000,0.000000,0.000000,0.000056
